,,,,,64,168,20,21,22,504,835,786,787,5,271,8,506,509,510,513,581,582,583,369,445,225,163,164,165,
Etihad Etisalat Co.,138,SAU,2020,SAR,2300,3737.26,,,,,,,,245,0.07,40.98,0.01,,,2300,7,93,,5.8,0,,,,,994.2672903
"Etsy, Inc.",53,USA,2021,USD,2402,2300,0,0,0.55,0.55,0,100,0,5.36,0,,,,,2402,46.9,46.2,6.9,,79.86,,,,,2300
Eurazeo,106,FRA,2021,EUR,300,0,0,0,0.01,0.01,,44.19,55.81,0.9,,,,,,300,45,55,,,,,,,,0
Eurofins Scientific,95,LUX,2021,EUR,57992,6893.84,0.06,0.09,0.25,0.4,0,,,,,,,,,57992,56,44,,,100,,1.6,,2.1,7075.151738
Euronet Services Inc,106,USA,2021,USD,8800,2996,,,,,,,,,,,,,,,,,,,,,7.7,,,2996
Euronext,106,NLD,2020,EUR,,104.71,,,,,,,,,,,,,,,,,,,,,,,,107.4616341
Event Hospitality and Entertainment Ltd,138,AUS,2021,AUD,,887.3,,,,,,,,,,,,,,,,,,,,,,,,588.0242785
Evercore Inc A,106,USA,2022,USD,1960,3316.87,,,,,,,,,,,,,,1960,32,68,,,66.67,,,,,3316.87
Everest Re Group Ltd,106,BMU,2021,USD,1890,11866.3,0,0,0,0,0,,,,,,,,,1890,47,53,,16,28.57,,,,,11866.3
Evergreen Marine Corp,27,TWN,2020,TWD,2003,6644.95,5.8,0.03,,5.84,0,100,0,19054.3,2.87,44100,6.64,,,2009,27.63,72.37,,3.98,12.5,,,,,213.2294031
Evergy Inc.,149,USA,2021,USD,4930,26.7,26.54,0,0.01,26.55,0.99,,,,,49210.2,1843.08,1.89,0.07,4930,23,77,,9.4,49.25,,,229,,26.7
Eversource Energy,149,USA,2021,USD,9227,9863.09,0.16,0.55,,0.71,0,,,166.32,0.02,110.08,0.01,31795000000,3223636.42,,26,74,,9,0.33,,,675,,9863.09
Evolution AB,127,SWE,2021,EUR,13410,1096.78,,,,,,,,,0,,0,,0,11447,58.42,41.58,,,0.41,,,,,1125.621045
Evolution Mining Ltd,21,AUS,2021,AUD,1977,1235.43,0.18,0.37,,0.55,0,65,35,1402.59,1.14,12752,10.32,9064.95,7.34,2681,19.9,80.1,,13,0.33,,,1019,,818.7404617
Evonik Industries,11,DEU,2021,EUR,33004,15346.45,4.8,1.6,22,28.4,0,,,18788.89,1.22,5000,0.33,331.8,0.02,35085,26,74,,7,0.33,,3408,,,15750.05868
Evoqua Water Technologies Corp,153,USA,2021,USD,4000,1464.4,0.04,0.01,,0.06,0,,,235.22,0.16,,0,,0,4000,20,80,,,0.49,,,,,1464.4
Evotec AG,104,DEU,2021,EUR,4198,634.18,0,0.03,0,0.03,0,,,,0,,0,,0,4198,54,46,,12,,,,,,650.8549827
Evraz PLC,24,GBR,2021,USD,71591,14159,40.17,1.96,22.8,64.93,0,,,97448,6.88,196200,13.86,,0,71591,27.4,72.6,,12.4,,,1323,7841,,14159
Exact Sciences Corp,103,USA,2021,USD,,1770,0.01,0.01,,0.03,0,87.7,12.3,40.9,0.01,47.57,0.03,,0,,54,46,,,0.79,,,,,1770
Exelixis Inc,104,USA,2021,USD,,1435,,,,,,,,,0,,0,,0,,,,,,,,,,,1435
"Azenta, Inc.",136,USA,2021,USD,3751,513.7,,,,0,0,86,14,6.64,0.01,6.51,0.01,,,3751,39.97,60.03,,,40,,,,,513.7
B&M European Value Retail S.A.,72,USA,2022,USD,38301,4673,0.05,0.05,1.39,1.49,0,,,,,,,,,38301,58,42,,,43,,,,,4673
B2Gold Corp,19,CAN,2021,CAD,4689,1313.13,0.72,0,0.65,1.38,0,90.5,9.5,2500,1.9,11.81,0.01,1788,1.36,4689,13.69,86.31,,4.5,22,9439,,,,979.5731943
"B3 S.A. - Brasil, Bolsa, Balcao",112,BRA,2021,BRL,2669,1946362,0,0,0,0.01,0,,,28.69,0,32.12,0,,,2669,33.79,66.21,,16.8,27,0.07,,,,363697.2024
BANK JAGO TBK PT,107,IDN,2021,IDR,386,127721,,,,,,,,,,,,,,386,45.7,54.3,,,,,,,,8.143763081
BASF SE,11,DEU,2021,EUR,111047,80655.3,17.72,2.46,,20.18,0,,,60300,0.75,1695000,21.02,182533000,2263.12,111047,25.6,74.4,,1.5,33.3,,,,,82776.53711
BB Seguridade Participacoes S.A.,119,BRA,2021,BRL,188,2050366,0.1,0.01,0.1,0.2,0,,,,,,,,,188,33,67,,6.58,10,,,,,383131.4693
BCE Inc,141,CAN,2021,CAD,49781,17.57,0.14,0.14,1.86,2.14,0.02,,,,,1184.3,67.4,1431,81.44,49781,33.9,66.1,,12.9,36,,,,,13.10735723
BE Semiconductor NV,136,NLD,2021,EUR,2141,768.91,0,0.01,0.01,0.02,0,75,25,18.1,0.02,30,0.04,23.7,0.03,2141,17,83,,10,,,,,,789.1353375
BGF Retail Co Ltd,85,KOR,2021,KRW,2251,5003,0.03,0.01,0.05,0.1,0,98.11,1.89,72.9,0.01,191.81,0.04,,,2251,25.5,74.5,,7.4,12.5,,,,,3.69143214
BHP Group Ltd,19,AUS,2021,USD,39821,60817,10,6.2,,16.2,0,99.7,0.3,42900,0.71,106950,1.76,20420000,335.76,39821,29.8,70.2,,,33.33,,,,4940,60817
BIM Birlesik Magazalar AS,85,TUR,2021,TRY,70197,3790,0.3,0.22,,0.52,0,99.81,0.19,846.06,0.22,648.91,0.17,,,70197,42,58,,30.49,0,,,,,203.620985
BNK Financial Group Inc,111,KOR,2021,KRW,6891,8057,0,0.03,0.3,0.33,0,,,167.78,0.02,181.58,0.02,,,6891,,,,,,,,,,5.944474548
BNP Paribas,107,FRA,2021,EUR,113758,25859.61,,,,,,,,10,0,,,,,113758,52,48,,,44,158,,,,26539.71774
BOC Hong Kong (Holdings) Ltd.,115,HKG,2021,USD,14553,990690,0,0.05,,0.05,0,,,81.8,0,104.2,0,13920,0.01,14553,57,43,,14.6,39,,,,,990690
BP,4,GBR,2021,USD,65900,23600,33.2,2.4,0,35.6,0,,,,,,,100000,4.24,65900,,,,,,,,51,,23600
BRF S.A.,85,BRA,2021,BRL,100131,9009.01,0.32,0.24,0.73,1.29,0,10,90,8899.68,0.99,8641.08,0.96,504.56,0.06,100131,42.28,57.72,,27,,,,,,1683.423192
BTS Group Holdings PCL,33,THA,2021,THB,5357,863.18,0,0.07,0.66,0.73,0,90,10,170.59,0.2,208.8,0.24,95.09,0.11,5357,49.73,50.27,,10.2,32.26,,,,,23.88476029
BWX Technologies Inc.,28,USA,2022,USD,6600,2124,0.23,0.07,,0.3,0,,,187.53,0.09,841.88,0.4,492,0.23,6600,17,83,,,30,,,,,2124
BYD Electronic (International) Co. Ltd.,131,CHN,,CNY,288186,30255.46,0.32,4.9,,5.22,0,,,,,3.59,0,41446.53,1.37,288186,33,67,,39.8,,,,,,4235.146266
Bachem AG Reg B,103,CHE,2021,CHF,1639,528.65,0,0.01,,0.01,0,,,15.93,0.03,40.98,0.08,14439.59,27.31,1639,31.3,68.7,,13,33.3,,,,,555.4835813
Baidu.com,147,HKG,2021,USD,36413,19536,0.02,0.6,1.17,1.79,0,,,,,4463.61,0.23,27.5,0,36413,39.3,60.7,,25.7,,,,,,19536
Bajaj Finance Ltd,115,IND,2022,INR,35425,3412.54,0.01,0.02,0.01,0.03,0,99.83,0.17,24.27,0.01,,,,,35425,4,96,,28,9,,,,,41.78581571
Bajaj Finserv Ltd,113,IND,2022,INR,59961,10.78,0.01,0.03,0.01,0.05,0,98.81,0.19,35.3,3.28,,,,,75852,16,84,,33,,,,,,0.1319665099
Baker Hughes Company,8,USA,2021,USD,53996,20502,0.39,0.22,,0.61,0,93.96,6.04,2643.67,0.13,2769,0.14,176228,8.6,53996,19,81,,8,33,,,83,,20502
Bakkafrost P/F,91,FRO,2021,DKK,1653,766397.02,0.05,0.03,0.29,0.37,0,95.8,4.2,263.16,0,0.02,0,,,1653,24,76,,,17,,,,,105742.8618
Balchem Corp,14,USA,2021,USD,,799,71,29,,100,0.13,,,,,,,,,,23.8,76.2,,13,,,,,,799
Balkrishna Industries Ltd,54,IND,2021,INR,3229,106.52,0.22,0.23,,0.45,0,,,799.05,7.5,801.34,7.52,,,9807,1.33,98.67,,7.11,,,,,,1.304265507
Ball Corp,17,USA,2021,USD,24300,13811,0.47,0.44,11.88,12.79,0,56,44,4800,0.35,10291.89,0.75,,,24300,18,74,,12.5,38.46,,,,,13811
Baloise Hldg Reg,119,CHE,2021,CHF,7944,618.16,,,,0.01,,,,26.24,0.04,25.33,0.04,,,7944,42.9,57.1,,5.8,,,,,,649.5360478
BanColombia SA Pref,107,COL,2021,COP,29955,9.76,0,0.01,0,0.01,0,25,75,89.2,9.13,286.2,29.31,8.77,0.9,29955,61,39,,3,38,,,,,0.00197248819
Banco BTG Pactual SA Units,110,BRA,2021,BRL,4900,2592.65,0,0,0,0.01,0,,,1.06,0,0.74,0,,,4900,32,68,,15.56,12.5,,,,,484.4634031
Banco Bilbao Vizcaya Argentaria SA,107,ESP,2021,EUR,110432,5620.36,0.05,0.04,0.01,0.1,0,21,79,695.14,0.12,1925.85,0.34,120,0.02,110432,53,47,,6.5,,,,,,5768.175955
Banco Bpm SpA,107,ITA,2021,EUR,20436,583.89,0.01,0,0.01,0.03,0,81.8,18.2,180.29,0.31,368,0.63,,,20436,45.3,54.7,,8.3,40,24.4,,,,599.249976
Banco Bradesco Pref,108,BRA,2021,BRL,87274,4887,0.01,0,0.1,0.12,0,,100,392.46,0.08,1100.04,0.23,,,87274,51,49,,10.66,18,,,,,913.1612345
Exelon Corp,152,USA,2021,USD,18728,17938,0.47,5.28,88.7,94.45,0,95.89,4.11,13168.31,3.18,430.78,0.02,,0,18728,27.9,72.1,,,0.49,,,,,17938
ExlService Holdings Inc,125,USA,2020,USD,32156,958.4,0,0.02,0.01,0.02,0,,,25.89,0,,0,14.33,0.01,32156,0.39,0.61,,,0.49,,,,,958.4
"Expedia Group, Inc.",67,USA,2020,USD,8900,5199,,,,,,,,,0,,0,,0,8900,0.51,0.49,,,,,,,,5199
Expeditors Intl of WA Inc,45,USA,2021,USD,19000,16523.517 ,0.01,0.04,0,0.05,0,,,100.21,,52.92,,,,,,,,,0.43,,,,,16523.517 
Experian Plc,113,IRL,2021,USD,17800,5372,0,0.01,0,0.02,0,66,34,76,,,,,,,0.44,99.56,,16.5,0.56,,,,,5372
Exponent Inc,44,USA,2021,USD,,466.269 ,,,,,,,,,,,,,,,,,,,,,,,,466.269 
Extra Space Storage Inc,164,USA,2021,USD,4309,1577.36,0.02,0.09,,0.11,0,,,372.84,0.24,1014,0.64,,0,4309,0.48,0.52,,,0.28,,,,,1577.36
Exxaro Resources,19,ZAF,2021,ZAR,6745,1894.41,0.35,0.65,70.93,71.93,0,,,1503.13,0.05,10281,0.31,520,0.02,5180,0.26,99.74,,3.7,,,,,,109.4073351
Exxon Mobil Corp,4,USA,2019,USD,75000,264938,111,9,,120,0,,,416666.7,1.57,290000,1.09,1.76,0,75000,29,71,,,,,,,,264938
"F5, Inc.",128,USA,2021,USD,6461,2603.42,0,0.01,,0.01,0,100,0,27.66,0.01,,0,,0,,,,,,0.37,,,,,2603.42
FIRST ABU DHABI BANK,108,ARE,2021,AED,6600,5907.98,0,0.03,0,0.04,0,,,64.38,0.01,221.33,0.04,,0,5078,41.99,58.01,,9.1,0,,,,,1608.488067
FMC Corp,12,USA,2021,USD,6230,5050,0.09,0.06,2.32,2.47,0,0.98,0.02,600.83,0.12,,0,52840,10.46,6230,30,70,,,0.43,,,,,5050
FNB Corp,107,USA,2021,USD,4180,1237,,,,,,,,,0,,0,,0,,,,,,,,,,,1237
FTI Consulting,44,USA,2021,USD,6780,2776.2,0,0,0.01,0.01,0,,,10.8,0,,0,,0,6780,40,60,,16,0.33,,,,,2776.2
Fabege AB,167,SWE,2021,SEK,218,275.78,0,0,0.02,0.03,0,,,,1.14,313.57,1.14,36,0.13,213,35,65,,15,1.33,,,,,25.77193974
FactSet Research System Inc,126,USA,2021,USD,10892,1591.45,0,0.01,,0.01,0,,,,,,,,0,10892,38.5,61.5,,14.6,,,,,,1591.45
Fair Isaac & Co Inc,129,USA,2021,USD,,1316.54,,,,,,,,,0,,0,,0,,,,,,,,,,,1316.54
Fairfax Financial Holdings Limited,122,CAN,2021,USD,15000,26467.9,,,,,,,,,0,,0,,0,15000,54,46,,8.8,,,,,,26467.9
Fancl Corp,94,JPN,2021,JPY,1277,812.96,0,0.01,0.16,0.17,0,97.67,2.33,33.42,0.04,7,0.01,4.79,0.01,1277,58.89,41.11,,3.9,11.1,,,,,5.751669461
Fanuc Co,134,JPN,2021,JPY,8256,3900.25,0.05,0.11,18.13,18.29,0,99.98,0.02,783.04,0.2,312.65,0.08,0,0,4105,7.26,92.74,,0.9,0.22,,,,,27.59418847
Far Eastern New Century Corporation,33,TWN,2020,TWD,18757,6635.05,1.27,1.16,0.02,2.45,0,,,6353.33,0.96,411,0.06,12051.57,1.82,20486,51,49,,50,,,,,,212.9116038
Far Eastone Telecommunications Co,140,TWN,2020,TWD,6099,2551.12,0,0.22,0.11,0.34,0,,,548.94,0.22,264.55,0.1,,0,6026,51.91,48.09,,16.35,0.11,,6500,,,81.86267
Faraday Technology Corp,137,TWN,2020,TWD,596,176.34,0,0,,0,0,,,6.84,0.04,21.45,0.12,21.45,0.12,610,26.39,73.61,,32.7,,,1598.94,,,5.658551509
Farfetch Ltd-A,63,GBR,2021,USD,6404,2256.6,0,0,0.41,0.42,0,78.99,21.01,16.16,0.01,,0,,0,6464,53,47,,18.1,,,,,,2256.6
Fast Retailing Co,76,JPN,2022,JPY,,0,,,,,,,,,,,,,,,,,,,,,,,,0
Fastenal Co,34,USA,2020,USD,20507,6010.9 5,,,,,,,,,,,,,,,,,,,,,69.3,,,6010.9 5
Fastighets AB Bald,167,SWE,2021,SEK,824,0,,,,,,,,,,,,,,,,,,,,,,,,0
Fate Therapeutics Inc,103,USA,2021,USD,,55.85,,,,,,,,,,,,,,,49,51,,,,,,,,55.85
Faurecia,54,FRA,2021,EUR,150000,16026.8,,,7.47,8.19,0,,,1775,0.11,2710,0.17,77900,4.86,,,,,11,0.82,,,,,16448.30602
FedEx Corp,45,USA,2021,USD,499718,69217,15.24,0.95,3.23,19.41,0,,,77623.62,1.12,,0,2336.9,0.03,499718,29,71,,65,,,,14.9,,69217
Federal Bank Ltd,108,IND,2022,INR,12641,310.59,0,0,0.02,0.03,0,99.7,0.3,52.47,0.17,172.67,0.56,,0,12790,41,59,,5.85,0.22,412,,,,3.803151547
Federal Realty Invt Trust,164,USA,2021,USD,310,951.22,0,0.01,0.18,0.2,0,,,92513.15,97.26,718.57,0.76,,0,310,55,45,,50,0.75,,,,,951.22
Feng Tay Enterprise,64,TWN,2021,TWD,138310,2257.47,0.01,0.21,0,0.22,0,93.67,6.33,467.3,0.21,,0,4319.96,1.91,138310,62.9,37.1,,14.4,0.08,,,,,72.43982886
Ferguson PLC,72,GBR,2021,USD,31000,22792,0.17,0.09,0.16,0.42,0,,,901.06,0.04,,0,1871,0.08,31000,24,,,,0.82,,,,,22792
Ferrari NV,56,ITA,2021,EUR,4578,4382.79,0.1,0,,0.1,0,92.5,8,492.78,0.11,331.1,,,,4609,15.2,84.8,,4.1,,,,,,4498.060892
Ferrovial SA,30,ESP,2021,EUR,63070,6955.41,0.76,0.04,2.85,3.65,0,85.79,14.21,1685.25,0.24,4410.94,0.63,14902,2.14,,,,,24.37,,,1209,,276,7138.341542
Fibra Uno Administracion S.A. de C.V.,157,MEX,2021,MXN,999,1118.95,0,0.06,0.06,0.12,0,,,146.15,0.13,3164.07,2.83,0.88,0,999,29.3,70.7,,21.1,,,,1163,,57.2444906
Fidelity National Financial Inc,122,USA,2021,USD,23710,15600,,,,0,0,,,5.26,0,22.88,0,,0,23710,71,29,,8,0.22,,,,,15600
Fidelity National Information,125,USA,2021,USD,65000,13877,0.01,0.06,0.45,0.52,0,,,172.05,0.01,,0,,0,65000,42,58,,,,,,,,13877
Fifth Third Bancorp (OH),108,USA,2021,USD,19112,7900,0.01,0,0.4,0.41,0,,,209.68,0.03,526.91,0.07,,0,,58.5,41.5,,,,,,88.4,,7900
Fila Holdings,63,KOR,2021,KRW,904,2799.35,0,0,,0,0,,,22.64,0.01,40.05,0.01,,0,904,51.66,48.34,,,0.17,,,,,2.065301334
FinecoBank Spa,108,ITA,2021,EUR,1290,10980.07,0,0,0,0,0,63.09,36.91,14.93,0,,0,,0,1305,41.69,58.31,,3,,,107,,,11268.84841
Finning Intl Inc,34,CAN,2021,CAD,11877,4995.85,0.04,0.02,,0.07,0,,,276.33,0.06,,0,8840,1.77,13241,17,82,,13,0.49,,,,,3726.830744
First American Financial Corp,122,USA,2020,USD,19597,7100,0,0,0,0.01,0,,,,0,,0,,0,,,,,,0.28,,,,,7100
First Financial Holding Co Ltd,#REF!,TWN,2021,TWD,9969,2008.92,0,0.02,5.66,5.68,0,,,40.76,0.02,201.23,0.1,,,9969,60.4,39.6,,6.96,1.33,,,,,64.46416664
First Horizon Corp,#REF!,USA,2021,USD,8859,704,0.01,0.03,,0.04,0,,,,0,686.51,0.98,,0,,,,,,0.32,,,,,704
First Industrial Realty Trust,#REF!,USA,2020,USD,,448.03,,,,,,,,,0,,0,,0,,,,,,0.41,,,,,448.03
First Quantum Minerals Ltd,#REF!,CAN,2021,CAD,17845,5380.84,3.54,0.49,1.29,5.32,0,67.35,32.65,7127.5,1.32,109665,20.38,14359,2.67,,11,89,,8,0.43,31,,,,4014.023794
First Republic Bank,#REF!,USA,2021,USD,6295,5000,0,0.01,0.02,0.02,0,,,,0,,0,,0,,47,53,,,0.67,,,,,5000
First Solar Inc,#REF!,USA,2021,USD,4833,2923,0.01,0.55,1.99,2.55,0,,,990.1,0.34,1763,0.6,7414.15,2.54,4800,19,81,,24,0.33,,,3100,,2923
FirstEnergy Corp,#REF!,USA,2021,USD,11949,11132,15.91,1.39,30.29,47.59,0,,,,0,16317,1.47,12000000,1077.97,11949,22.2,77.8,,6,,0.23,,2605,,11132
FirstGroup Plc,#REF!,GBR,2022,GBP,31000,5453.52,0.54,0.2,0.01,0.75,0,91.62,8.38,3688.01,0.68,816.21,0.15,,0,31064,20.3,79.7,,,0.8,,,,,6477.712598
FirstRand Ltd,#REF!,ZAF,2021,ZAR,47413,6323.81,,,,,,,,,,,,,,,,,,,,,,,,365.2170284
FirstService Corporation,#REF!,CAN,2021,USD,,3249,,,,,,,,,,,,,,,,,,,,,,,,3249
"Fischer, George AG Reg",#REF!,CHE,2021,CHF,15111,3910.27,0.08,0.17,1.54,1.79,0,76,24,1008.89,0.26,2304,0.59,20000,5.11,15111,19.5,80.5,,14.6,0.4,,,,,4108.723946
Fiserv Inc,#REF!,USA,2021,USD,,6479,0.02,0.12,0.05,0.19,0,99.85,0.15,352.6,0.05,,0,,0,,41,59,,23,0.5,,,,,6479
Fisher & Paykel Healthcare Corporation Limited,#REF!,NZL,2022,NZD,6807,1033.01,0,0.01,0.41,0.43,0,,,,0,184.17,0.18,,0,7539,53,47,,17,0.61,,,,,634.5415501
"Five9, Inc.",#REF!,USA,2021,USD,,609.6,,,,,,,,,0,,0,,0,,,,,,,,,,,609.6
FleetCor Technologies Inc,#REF!,USA,2021,USD,8400,2400,,,,0,,,,0.42,0,,0,,0,,52,48,,,,,,,,2400
Fletcher Building Ltd,#REF!,NZL,2021,NZD,,4987.83,0.82,0.27,0.73,1.82,0,,,,0,,0,,0,,21,79,,,0.41,,,,,3063.850501
Fleury SA,#REF!,BRA,2021,BRL,12877,783.39,0.01,0.01,0,0.01,0,6.52,0.71,62.82,0.08,163.97,0.21,756.89,0.97,12952,80.3,19.7,,22.1,0.23,4500,,,418,146.3846254
Flex Ltd,#REF!,SGP,2021,SGD,167504,17394.77,0.07,0.61,94.04,94.73,0,,,1676.26,0.1,1514.67,0.09,6433,0.37,167504,44,53,,14.5,0.33,,,,,12609.24641
Flight Centre Travel Group Ltd,#REF!,AUS,2021,AUD,,262.39,,,,,,,,,0,,0,,0,,,,,,,,,,,173.8919777
"Floor & Decor Holdings, Inc.-A",#REF!,USA,2021,USD,,3433.5,0.04,0.01,,0.05,0,,,102.52,0.03,,0,,0,,,,,,,,,,,3433.5
Flowers Foods Inc,#REF!,USA,2019,USD,9700,4123.97,0.18,0.18,,0.36,0,,,1244.89,,,0,,0,,,,,,,,,,,4123.97
Flowserve Corp,#REF!,USA,2021,USD,15510,3541,0.01,0.06,0.03,0.1,0,97.6,2.4,217.92,,422.99,0.12,259,0.07,,,,,,0.5,,,,,3541
Flughafen Zurich AG,#REF!,CHE,2021,CHF,1856,714.4,0.03,0,1.49,1.52,0,90.84,9.16,173.01,0.24,520.97,0.73,,0,1915,32.06,67.94,,9.7,0.61,,,,,750.6534882
Fluidra SA,#REF!,ESP,2021,EUR,6746,2244.14,0.02,0.01,9.22,9.24,0,80.7,19.3,72.7,0.03,122.07,0.05,2868.52,1.28,6995,35,65,,10.94,0.2,,363.7,1363.9,,2303.163045
Flutter Entertainment plc,#REF!,IRL,2021,EUR,16813,6193.99,0,0.01,0,0.01,0,,,24.73,0,,,,,16813,36,64,,,0.49,,35,,,6356.894297
Fomento Economico Mexicano S.A.B. de C.V.,#REF!,MEX,2021,MXN,320000,28462.03,0.7,0.37,0,1.07,0,39.1,60.9,5885.07,0.21,34298,1.21,4621,0.16,320000,40,60,,,,,,,,1456.093759
Food & Life Companies Ltd,#REF!,JPN,2021,JPY,,1703.64,,,,,,,,,,,,,,,,,,,,,,,,12.05323354
Foot Locker Inc,#REF!,USA,2020,USD,51204,7548,0.01,0.07,0,0.07,0,88,12,273.75,0.04,,0,,0,51204,49,51,,,0.67,,,,,7548
Ford Motor Co,#REF!,USA,2021,USD,182789,136300,1.99,3.75,45.1,50.84,0,67.6,32.4,9840,0.07,14200,0.1,36800,0.27,182789,28.1,71.8,,,0.36,,,,,136300
Formosa Chem & Fibre Co,#REF!,TWN,2020,TWD,4951,8128.18,5.59,3.47,,9.06,0,,,18944.45,2.33,23389.6,2.88,7,0,5182,13.47,86.53,,7.59,,,,,,260.8245722
Formosa Petrochemical Corp,#REF!,TWN,2021,TWD,,19813.09,22.98,0.2,50.39,73.57,0,,,91498.06,0.96,2213182.97,111.7,,0,,,,,,,,5732.72,,,635.780776
Formosa Plastics Corp,#REF!,TWN,2021,TWD,7448,8779.53,3.32,4.52,10.34,18.18,0,,,6.96,0,23828.91,2.71,,0,,,,,,,,,,,281.7258579
Fortescue Metals Group,#REF!,AUS,2021,USD,10164,22284,1.87,0.15,,2.01,0,,,,0,68720.28,3.08,,0,10164,21.06,78.94,,10,0.8,,,,,22284
Fortinet Inc,#REF!,USA,2021,USD,10005,3340,0,0,,0,0,,,35.52,0.01,,0,,0,10005,20,80,,,33.67,,,,,3340
Fortis Inc,#REF!,CAN,2021,CAD,9100,7049.11,8.84,0.14,88.96,97.94,0,,,8821,1.25,20000,2.84,,0,9100,31,69,,4,1,,,,,5258.527011
Fortive Corp,#REF!,USA,2021,USD,18000,5200,0.01,0.04,,0.05,0,,,115.69,0.02,,0,,0,18000,37,63,,,,,,,,5200
Fortum Oyj,#REF!,FIN,2021,EUR,18129,115342.07,62.69,0.76,109.07,172.52,0,97.95,2.04,187000,1.62,344000,2.98,720000,6.24,19140,28,72,,20.2,1.33,,1561,111323,,118375.5664
Fortune Brands Home & Security Inc,#REF!,USA,2021,USD,28056,7700,0.07,0.22,,0.29,0,,,902.78,0.12,991.77,0.13,4100,0.53,28056,38,62,,,0.25,,,,,7700
Fosun International Ltd.,33,CHN,2021,CNY,96000,22577.47,17.32,2.61,0.01,19.94,0,,,57973.79,2.57,56596.42,2.51,23190.2,1.03,69000,48.2,51.8,,19.6,0.15,,,,,3160.384486
Fox Corp A,143,USA,2021,USD,,12909,0.01,0.05,0,0.07,0,,,184.09,0.01,,0,,0,,,,,,,,,,,12909
Fox Factory Holding Corp,54,USA,2021,USD,4073,1299.1,0,0.01,0,0.02,0,34.74,,47.34,0.04,41881,32.24,,0,4073,30,65,,38,0.41,,,,,1299.1
Foxconn Technology Co Ltd,131,TWN,2021,TWD,946111,192345.51,0.24,5.98,,6.22,0,,,10585.81,0,5781.03,0.03,453443,2.36,946111,37,63,,,0.28,,,,,6172.161737
Franco-Nevada Corp,112,CAN,2021,USD,,1300,,0,0,0,0,,,,0,0.37,0,,0,,16,84,,1,0.43,,,,,1300
Franklin Resources Inc,115,USA,2021,USD,10219,8425.5,0.01,0.02,0.01,0.05,0,,,101.61,0.01,,0,,0,,42.5,57.5,,,0.38,,2971.3,,,8425.5
Frasers Logistics & Commercial Asset Management Pte Ltd,165,SGP,2021,SGD,41,340.16,0,0.01,0.05,0.06,0,,,102.1,0.3,453,1.33,,0,41,68.3,31.7,,7.3,0.12,,,,,246.5780166
Freenet AG,140,DEU,2021,EUR,3784,2623.21,0,0.03,0,0.03,0,,,62.4,0.02,,0,,0,3784,29.84,70.16,,12.1,,,,,,2692.201606
Freeport-McMoRan Inc,20,USA,2021,USD,24700,22845,4.58,2.61,2,9.19,0,85.02,14.98,25336.67,1.11,184714,8.09,29400,1.29,66700,13.4,86.6,,9.4,0.57,,,,,22845
Fresenius Medical Care AG,100,DEU,2021,EUR,130251,18081.2,0.24,0.46,,0.69,0,,,2600,0.15,,0,,0,130251,69,31,,22,,,6962,,,18556.73915
Fresenius SE & Co KGaA,100,DEU,2021,EUR,316078,83.12,0.58,0.95,,1.52,0.02,,,5840,70.26,,0,,0,316078,69,31,,12.8,,,,,,85.3062356
Freshpet Inc.,85,USA,2021,USD,,425.5,,,,,,,,95.26,0.22,98.4,0.23,,0,,,,,,0.43,,,,,425.5
Frontier Communications Parent Inc,138,USA,2018,USD,,8611,,,,,,,,,0,,0,,0,,,,,,,,,,,8611
FuYao Glass Industry Group Co Ltd- H Share,54,CHN,2021,CNY,26532,0,0.62,1.04,,1.66,,,,5084.7,,6310.76,,1474.6,,26532,21.97,78.03,,16.1,0.29,,,,,0
Fubon Financial Holding,120,TWN,2021,TWD,35743,15589.93,0,0.04,0.03,0.08,0,99.96,0.04,85.45,0.01,437.98,0.03,,0,35743,61.9,38.1,,9.5,0.15,,,,,500.2642066
Fuchs Petrolub SE Nvtg - Pref,14,DEU,2021,EUR,5976,2946.15,0.03,0.03,0.06,0.12,0,,,251.9,0.09,416.24,0.14,,0,,26,74,,,,,,,,3023.632129
Fuji Electric Co Ltd,132,JPN,2021,JPY,27593,6197.01,0.15,0.21,179.57,179.94,0,,,,0,0,0,6754,1.09,,,,,,,,,,,43.84375964
Banco Davivienda SA Pref,113,COL,2021,COP,17850,254.41,0,0,0,0.01,0,,,28.12,0.11,71.1,0.28,18,0.07,17850,61,39,,,39,,,,,0.05139237219
Banco Inter SA Units,115,BRA,2021,BRL,3898,596.87,0,0,0,0,0,15.6,84.4,3.86,0.01,7.7,0.01,,,3898,40.79,59.21,,27,32,,,,,111.5311431
Banco Santander Brazil Units,110,BRA,2021,BRL,55251,3380.52,0.01,0.03,0.03,0.06,0,99.43,0.57,262.92,0.08,426.83,0.13,,,55251,56.08,43.92,,23.7,27.27,,,,,631.684512
Banco Santander Chile,113,CHL,2021,CLP,10470,270.48,,,,0.01,,,,24,0.09,103,0.38,,,10470,54,46,,,27.27,,,,,0.289560129
Banco Santander Mexico B,113,MEX,2021,MXN,25274,25.33,0,0.05,,0.06,0,25,75,134.05,5.29,239.55,9.46,,,25274,55,45,,19.85,36.4,,,,,1.295734216
Banco Santander SA,115,ESP,2021,EUR,9801,1140.78,0.01,0.02,0,0.02,0,18,82,40.62,0.04,23.54,0.02,,,9801,68.97,31.03,,21,11.11,,,,,1170.780691
