,,,,,64,168,20,21,22,504,835,786,787,5,271,8,506,509,510,513,581,582,583,369,445,225,163,164,165,
Anglo American Platinum Ltd,19,ZAF,2021,ZAR,25538,12418,0,0,,0,0,,,5780.56,0.47,49.23,0,0.99,0,25538,23,77,,,50,,,,,717.1517395
Anglo American Plc,19,GBR ,2021,GBP,63600,49414,9.02,5.74,4.76,19.52,0,97.35,2.65,23558.33,0.48,,0,19759,0.4,63600,23,77,,3.5,29,,,,,58694.61438
AngloGold Ashanti Ltd,19,ZAF,2021,USD,30561,4029,1.21,2.88,0.81,4.9,0,,,6122.22,1.52,37.2,0.01,,,30561,33,67,,,36,,,,,4029
Antero Resources Corp,5,USA,2020,USD,522,3491699,0.4,0,,0.4,0,99.75,0.25,715.79,0,9.35,0,53.6,0,522,76,24,,6,,,,,,3491699
Anthem Inc,99,USA,2021,USD,98200,138692,0.01,0.07,0.95,1.03,0,0,100,186,0,228.26,0,,,98200,77,23,,14.2,40,,,,,138692
Antofagasta Hldgs,19,GBR ,2021,GBP,25118,4301,0.99,1.31,,2.3,0,69,31,7509.62,1.75,69007.9,16.04,9784,2.27,25118,17.4,82.6,,4.2,30,,,,,5108.971122
Apollo Global Management Inc.,110,USA,2021,USD,3787,2087286,0,0,0,0,0,,,707.11,0,4278.06,0,,,3787,,,,12.4,29.4,,,,,2087286
Apollo Hospitals Enterprise Ltd,99,IND,2020,INR,46467,0,,,,,,,,,,,,,,46467,33.55,66.45,,27.2,,,,,,0
Appen Limited,125,AUS,2021,USD,1265,447.3,0,0,,0,0,,,,,,,,,1265,58,42,,,50,,,,,447.3
Apple Inc.,130,USA,2021,USD,154000,365817,0.06,0,23.13,23.19,0,0,100,3330.28,0.01,5326.07,0.01,1599.29,0,365817,,,,,,,,,,365817
Applied Industrial Technologies,37,USA,2022,USD,6000,3810676,0.02,,,0.02,0,,,31.94,0,,,,,6000,,,,,,,,,,3810676
Applied Materials Inc,136,USA,2021,USD,30130,23100,0.04,0.05,,0.09,0,43.4,56.6,564.82,0.02,341,0.01,400,0.02,30130,18.1,81.9,,7,40,,,,,23100
AptarGroup Inc,17,USA,2021,USD,13000,3227,0.01,0.02,,0.04,0,19.39,80.61,658.16,0.2,109,0.03,5105,1.58,13000,35.89,64.99,,15.3,40,,,,,3227
Aptiv plc,54,IRL,2022,EUR,190000,16008,,,,,,,,,,,,,,190000,,,,,30,,,,,16429.34908
"Arca Continental, SAB de CV",89,MEX,2020,MXN,62447,9504,,,,,,67,33,,,,,,,62447,9.87,90.13,,,,,,,,486.217066
Arcadis NV,30,NLD,2021,EUR,29236,2632.14,0.01,0,0.01,0.02,0,,,,,,,,,29236,38,62,,14.9,,,,,,2701.364127
Arcelik Co,93,FRA,2021,EUR,40934,6683.48,0.08,0.05,26.41,26.54,0,62.5,37.5,671.04,0.1,339.38,0.05,3298,0.49,40934,26,74,,8.9,16,,,,,6859.25324
ArcelorMittal Inc,24,LUX,2021,EUR,158000,78575.25,,,,,,,,,,,,,,158000,,,,,36,,,,,80641.77489
Archer-Daniels-Midland Co,85,USA,2021,USD,40739,85249,13.7,2.3,66.8,82.8,0,93.09,6.91,57900,0.68,,,,,40739,24,76,,,28,,,,,85249
Ares Management Corp,110,USA,2022,USD,2089,4212091,0,0,0,0.01,0,,,9.18,0,8.3,0,,,2089,36.81,63.19,,6,30,,,,,4212091
Arista Networks Inc,130,USA,2021,USD,2900,2950,0,0.01,1.7,1.71,0,64.9,35.01,24.04,0.01,,,,,2900,15,85,,,33,,,,,2950
Arkema,11,FRA,2021,EUR,20200,9749,,,,,,,,,,,,,,20200,24,76,,,50,,,,,10005.05232
Armstrong World Industries,29,USA,2021,USD,2800,937,0.16,0.1,0.26,0.52,0,90,10,1130.8,1.21,2430.53,2.59,91,0.1,2800,25.5,74.5,,7.2,22,,,,,937
Aroundtown SA,162,LUX,2021,EUR,1631,1357.83,,,0.07,0.11,0,,,478.6,0.35,,,,,1631,52,48,,,33,,,,,1393.545814
Arrow Electronics Inc,132,USA,2021,USD,20700,34409.99,0.01,0.01,,0.02,0,98,2,37.08,0,,,,,20700,42.4,57.6,,6.3,27.6,,,,,34409.99
Arthur J. Gallagher & Co,119,USA,2021,USD,35000,7700,,0.05,0.04,0.08,0,,,,,,,,,35000,,,,,,,,,,7700
Asahi Group Holdings Ltd,89,JPN,2021,JPY,30020,15819,,,6.93,6.93,0,70,30,,0,39.6,0,,,30020,22,78,,,22,,,,,111.9210237
Asahi Intecc Co Ltd,99,JPN,2021,JPY,,550,,,,,,,,209.64,0.38,319,0.58,,,,27.3,72.7,,3,,,,,,3.891608118
Asbury Automotive Group Inc,80,USA,2021,USD,14230,9838,,,,0,0,,,140.1,0.01,,,,,14230,18.59,81.41,,,33.33,,,,,9838
Ascendis Pharma A/S ADR,103,DNK,2021,EUR,639,7982,,,,,,,,,,,,,,639,13.77,86.23,,,33.3,,,,,8191.504945
Ashland Global Holdings Inc,14,USA,2020,USD,4500,708,0.34,0.29,1.55,2.19,0,,,2444.37,3.45,,,4273,6.04,4500,,,,,,,,,,708
Ashok Leyland Ltd,36,IND,2021,INR,26514,1888.61,0.04,0.07,0.62,0.73,0,49,60,282.49,0.15,987.99,0.52,110364.37,58.44,26514,3.72,96.28,,3.36,,458.6,,,85000,23.12555626
Ashtead Group,37,GBR ,2022,GBP,21733,9458,0.3,0.03,,0.33,0,,,1317.13,0.14,,,,,21733,12,88,,22,44,,,,,11233.81057
Asia Cement Corp,15,TWN,2021,TWD,1723,291735900,2.97,0.17,0.42,3.56,0,100,0,3714.53,0,2291,0,0,0,1723,12.3,87.7,,7,,,,,,9361492.861
Asian Paints Ltd,15,IND,2021,INR,7160,2266.54,0.01,0.03,,0.04,0,42.8,57.2,,,154,0.07,,,23514,6.73,93.27,,5,27.7,630,,,,27.75330684
Asics Corp,63,JPN,2021,JPY,8861,2858.22,0,0.02,0.68,0.71,0,79.41,20.59,64.6,0.02,56.87,0.02,,,8861,,,,,,,,,,20.22186654
Asmedia technology Inc,136,TWN,2020,TWD,249,224222,0,0,0,0,0,,,0.72,0,2.4,0,,,249,18.9,81.1,,4.6,,,,,,7195.040952
China Resources Land Ltd.,165,CHN,2021,CNY,49478,29691.06,,,,0.72,0,,,954.07,0.03,44748.35,1.51,,,49478,35.79,64.21,,,,,,,,4156.142141
China Resources Mixc Lifestyle Services Ltd,165,CHN,2021,CNY,28654,1242.32,0.02,0.39,,0.41,0,,,0.07,0,35804.22,28.82,,,28654,32.26,67.74,,28.94,,,,,,173.8992103
China Shenhua Energy Co Ltd H Shares,8,CHN,2021,CNY,77872,46923.39,152.22,8.04,,160.25,0,,,419706.81,8.94,0.44,0,6202.56,0.13,77872,17.42,82.58,,3.66,0,,,,,6568.315232
China State Construction International Holdings Ltd.,30,HKG,2021,HKD,14241,9889.7,0.09,0.07,0.04,0.21,0,,,515.05,0.05,5474.16,0.55,16927,1.71,14241,14.81,85.19,,20,,,,,,1265.115652
China Steel Corp,24,TWN,2021,TWD,9794,8336180967.48,19,1.21,,20.21,0,100,0,67133.71,0,29845,0,,,9794,3.49,96.51,,7.57,10,,,,,267499127.5
China Taiping Insurance Holdings Co. Ltd.,115,HKG,2021,HKD,68446,33585.98,0,0.03,0,0.03,0,,,80.34,0,279.06,0.01,,,68446,50.99,49.01,,21.2,,,,,,4296.406393
ALS Ltd,3,AUS,2021,AUD,18148,1391.8065,0.02,0.07,0,0.09,0,75,25,282.06,0.2,,,,,18148,44,56,,16.7,29,,,,,922.3710446
ASX Limited,113,AUS,2021,AUD,662,3313.825,0,0.01,0,0.02,0,,,,,,,,,662,42,58,,19,36,,,,,2196.121535
Abrdn Plc,110,GBR,2021,GBP,5072,1799.585175,0,0,0.01,0.01,0,47.81,52.19,14.91,0.01,,,,,5072,46,54,,31,45,,,,,2137.556269
Abu Dhabi Islamic Bank,115,ARE,2021,AED,1852,1524.6392,0,0.02,,0.02,0,,,34.38,0.02,91.22,0.06,,,1852,35,65,,10,,,,,,415.0936947
"Academy Sports and Outdoors, Inc.",76,USA,2021,USD,22871,6080,,,,,,,,53500,8.8,202.52,0.03,,,22875,44.6,55.4,,0,30,,,,,6080
Ameriprise Financial Inc,113,USA,2022,USD,12000,13861,0.01,0.02,0.01,0.04,0,,,,,,,,,12000,40,60,,,22,,,,,13861
Amgen Inc,103,USA,2021,USD,24200,25979,0.14,0.14,,0.27,0,21,79,0.89,0,570,0.02,,,24200,52,48,,,44,,,,,25979
Amorepacific Group,94,KOR,2021,KRW,11171,3930,0.01,0.04,0.01,0.07,0,81.5,18.5,376.42,0.1,2257.62,0.57,,,11171,71.2,28.8,,13.8,39.8,,,,,2.899346693
Andritz AG,36,AUT,2021,EUR,27232,6632,0.03,0.11,,0.13,0,63,37,240.57,0.04,171.3,0.03,1452.09,0.22,27232,16.44,83.56,,,,,,,,6806.59507
Anheuser Busch Inbev NV,87,BEL,2021,USD,169000,54300,,,,0,0,60.1,39.9,16333.33,0.3,159900,2.94,,,169000,21,79,,9,14,,,,,54300
Ansell Ltd,96,AUS,2021,USD,14159,2026.9,0.13,0.1,,0.23,0,,,,,,,,,14154,50,50,,20.23,34.6,,,,,2026.9
Asahi Kasei Corporation,96,JPN,2021,JPY,44497,14900,3.01,0.9,,3.91,0,,,2820,0.19,,,34.7,0,44497,,,,,11.11,,,,,105.4189929
Aspen Pharmacare Holdings Ltd,104,ZAF,2021,ZAR,9100,2183,0.04,0.14,,0.19,0,,,143.66,0.07,239,0.11,20357,9.32,9100,48,52,,15,30,,,,,126.0852826
Assa Abloy B,59,SWE,2021,SEK,51000,8879,0.3,0.36,,0.66,0,79.7,20.3,659.64,0.07,1.48,0,3551,0.4,51000,27,73,,,,,,,,829.7237136
Assicurazioni Generali SpA,119,ITA,2021,EUR,74621,2922,,,0.03,0.06,0,98.3,1.7,,,,,,,74621,51.4,48.6,,,38.4,,,,,2998.356207
Associated British Foods,85,GBR ,2021,GBP,128000,135296,0,0,0,0.01,0,46,54,21990,0.16,,,117000,0.86,128000,53,47,,,,,,,,160704.7254
Assurant Inc,112,USA,2022,USD,15600,10200,0,0.01,0.33,0.35,0,100,0,50.78,0,,,,,15600,54,46,,23,25,,,,,10200
Astellas Pharma Inc,104,USA,2021,USD,14522,1249500,0.06,0.05,0.2,0.32,0,72.75,27.25,976.67,0,7.39,0,,,14522,46.9,53.1,,16.51,9,,,,,1249500
Astra International Tbk PT,33,IDN,2021,IDR,188788,14887,3.6,0.41,,4.01,0,,,19513.34,1.31,32865,2.21,40000,2.69,188788,9.27,90.73,,,,,,,,0.949251921
AstraZeneca Plc,104,GBR ,2021,GBP,83100,44425,0.25,0.02,6.58,6.85,0,12,88,1737.12,0.04,14.46,0,10341,0.23,83100,48.1,51.9,,,38.5,,,,,52768.71581
Asustek Computer Inc,77,TWN,2021,TWD,14500,17078,,,,0,0,,,883.33,0.05,5.36,0,29000,1.7,14500,38,62,,,,,,,,548.0096222
Atkore Inc.,31,USA,2021,USD,4100,1950.1,0.02,0.09,,0.11,0,99.88,0.12,327.78,0.17,812,0.42,1433,0.73,4100,15,85,,16.5,22,,,,,1950.1
Atlantia SpA,46,ITA,2021,EUR,20000,6567.52,0.12,0.07,1,1.19,0,68,32,,,,,,,20000,,,,,,,,,,6740.245776
Atlas Arteria,54,AUS,2021,EUR,3562,2636.45,0.01,0,2.19,2.2,0,,,23.5,0.01,0.36,0,334,0.13,3562,47,53,,,,,,,,2705.787414
Atlas Copco AB A,31,SWE,2021,SEK,43000,10365,0.02,0.03,0.14,0.19,0,42,58,385,0.04,395,0.04,,,43000,20.9,79.1,,6.9,,,,,,968.6266962
Atlassian Corporation Plc,129,AUS,2021,USD,6433,2089132,0,0,0.07,0.07,0,0,100,2.83,0,,,,,6433,31.2,68.8,,,22.2,,,,,2089132
AtoS SE,125,FRA,2021,EUR,111000,11288,,,,2.4,0,33,67,519.8,0.05,,,,,111000,31.5,68.5,,,46,,,,,11584.79743
Aurizon Holdings Limited,45,AUS,2021,USD,4825,3019.3,0.51,0.33,0.08,0.93,0,,,2444.94,0.81,173,0.06,2992,0.99,4825,23,77,,,38,,,,,3019.3
Aurobindo Pharma Ltd,104,IND,2021,INR,21449,3034,0.36,0.54,,0.9,0,95.1,4.9,1727.16,0.57,3475.66,1.15,25147,8.29,21449,5.39,94.61,,7.28,,588.4,,,,37.15247155
Aurubis AG,19,DEU,2020,EUR,7135,362.24,0,0,0,0,0,95.97,4.03,3720,10.27,,,50970,140.71,7135,13,87,,8.4,33,,,,,371.7666811
AutoNation Inc,80,USA,2021,USD,22200,25844,,,,,,100,0,382.97,0.01,,,,,22200,19,81,,4,,,,,,25844
Autodesk Inc,129,USA,2022,USD,23100,4390,0,0,0.1,0.1,0,19.67,80.33,118,0.03,,,,,23100,35,64.9,0.1,,50,,,,,4390
Autoliv Inc,54,SWE,2021,SEK,60600,766,0.1,0.33,3.15,3.59,0,98,2,934,1.22,2320,3.03,0.01,0,60600,,,,,,,,,395,71.61298064
Automatic Data Processing,125,USA,2021,USD,31026,15000,0.02,0.08,0.04,0.14,0,,,286.86,0.02,,0,,,31026,53,47,,13.3,33,,,,,15000
Avalara Inc,129,USA,2021,USD,4465,699,,,,,,,,,,,,,,4465,,,,,36.36,,,,,699
AvalonBay Communities Inc,162,USA,2021,USD,2905,2294850,0.02,0.03,0,0.05,0,75.9,24.1,24.47,0,12502.86,0.01,,,2905,39,51,,25,25,,,,,2294850
"Avantor, Inc.",105,USA,2022,USD,14397,7386,0.03,0.03,,0.06,0,,,217.74,0.03,1991,0.27,,,14397,45,55,,21,35.3,,,,,7386
Avanza Holding Bank AB,113,SWE,2021,SEK,560,308,,,,,,,,0.92,0,,,,,560,36,64,,12,22,,,,,28.82859135
Avast PLC,129,CZE,2021,USD,1853,941.1,0,0,,0,0,,,0.21,0,,,,,1853,29.1,70.9,,,33.3,,,,,941.1
Avenue Supermarts Ltd,86,IND,2021,INR,11312,371.73,,,,,,,,,,,,,,52089,23.59,76.41,,,,,,,,4.551794858
Avery Dennison Corp,17,USA,2021,USD,35971,18.4,,,,,,,,,,,,,,35971,,,,,25,,,,,18.4
Avient Corp,14,USA,2021,USD,8700,4800,0.02,0.09,2.12,2.22,0,56,44,464.38,0.1,445.84,0.09,2232,0.47,8700,22,78,,7.8,25,,,,,4800
Avis Budget Group Inc,80,USA,2021,USD,20000,4900,4.92,0.04,,4.96,0,,,19690.34,4.02,838.01,0.17,,,20000,,,,,16,,,,,4900
Avnet Inc,132,USA,2021,USD,14500,19534.7,0.01,0.03,,0.03,0,84,16,388.66,0.02,140.83,0.01,9.2,0,14500,45,55,,8.5,,,,,,19534.7
Axalta Coating Systems Ltd,14,USA,2019,USD,13000,4482,0.06,0.12,,0.18,0,,,611.11,0.14,1850,0.41,12809,2.86,13000,,,,,,,,,,4482
Axfood AB,85,SWE,2021,SEK,12202,5410.04,0.01,0,0.02,0.04,0,82.49,17.51,347.67,0.06,,,84,0.02,12202,52.92,47.08,,17.1,43,,,,,505.57891
Axiata Group Bhd,140,MYS,2021,MYR,13181,5655.02,0.07,1.24,,1.31,0,40,60,2108.33,0.37,,,,,13181,32,68,,,22,,,,,1234.721927
Axis Bank Ltd,113,IND,2021,INR,78307,592.18,0.01,0.2,,0.2,0,,,263.1,0.44,66.57,0.11,,,78307,23,77,,23.19,,,,,,7.251109834
Axtel SA de CV CPO,140,MEX,2021,MXN,4234,582.74,,0.04,0,0.04,0,55,45,111.21,0.19,27.71,0.05,0.06,0,4234,26.23,73.77,,10.91,,,,,,29.81235754
Ayala Corp,33,PHL,2021,PHP,117900,4464.61,4.85,0.35,0.1,5.3,0,70,30,22125.14,4.96,921788.61,206.47,112.85,0.03,117900,57,43,,13.14,,,,,,77.92325648
Ayala Land Inc,162,PHL,2021,PHP,41687,1852.57,0.06,0.07,0.05,0.18,0,55,45,970.12,0.52,13.28,0.01,195,0.11,41687,51,49,,,,,,,,32.33388668
Azbil Corp,132,JPN,2021,JPY,10003,1760.21,,,0.71,0.02,0,,,,,,,,,10003,,,,,,,,,,12.45346633
Electricite de France,149,FRA,2021,EUR,167157,86671.77,24.83,0.26,92.33,117.43,0,,,,,429434,,72759,0.86,168533,25.9,74,,5.6,100,19000,,,,88951.23414
Electricity Generating PCL,149,THA,2021,THB,1129,1233.14,6.53,0.01,0.48,7.02,0.01,99.96,0.04,36796.95,0.29,7162,0.16,186.95,0,1129,25,73,,3.77,13.33,,,,,34.12173257
Element Solutions Inc.,9,USA,2021,USD,5401,2400,0.01,0.03,,0.04,0,,,131.72,0.05,372.52,0.16,9790000000,4079166.67,5401,29,71,,14.9,,,,,,2400
Eletrobras SA,149,BRA,2021,BRL,13433,8287.35,5.96,0.95,1.38,8.29,0,99.96,0.04,36366.58,0.82,18.09,0,,,13433,82,18,,3.66,,,,,,1548.575069
Eli Lilly & Co,95,USA,2021,USD,35238,28318.4,0.16,0.49,2.99,3.63,0,,,1787.73,0.06,5920,0.21,22046.23,0.78,35238,51,49,,13,44.93,,,,,28318.4
Elia Group,149,BEL,2021,EUR,2905,2934.55,0.01,0.98,0.38,1.37,0,,,70.84,0.06,,,13494,4.72,2878,22,78,,5.1,55.55,,,,,3011.731382
Elis SA,53,FRA,2019,EUR,50000,3367.7,,,,,,,,,,,,,,,53,47,,,,,,,,3456.271654
Elisa Corporation,138,FIN,2021,EUR,5858,2050.3,0,0,0.19,0.19,0,,,347.69,0.17,22,0.01,293,0.15,5947,31,67,,23,83.32,,,,,2104.220478
Elite Material Co Ltd,27,TWN,2021,TWD,1035,1235.43,0.02,0.03,0,0.04,0,,,,,101.9,0,1246.64,0.03,1035,17,83,,48.5,,,,,,39.64371833
Emaar Properties,156,ARE,2020,AED,6500,53661.85,0.71,,,0.71,0,,,436.82,0,2002.99,0.01,,,6500,25,75,,,,,,,,14609.81558
Emaar the Economic City,156,SAU,2020,SAR,,262.58,,,,,,,,,,,,,,,0,0,,,,,,,,69.85849681
Embassy Office Parks REIT,156,IND,2022,INR,116,362.83,0.01,0.1,0,0.11,0,44.72,55.28,342.67,0.01,1026.72,0.03,577.98,0.02,5933,20,80,,0.06,12.82,112,,,,4.442772526
Embotelladora Andina SA B,82,CHL,2021,CLP,18636,1817.16,0.06,0.05,0.89,1,0,59.35,40.65,320.06,0,6759.96,0,1148,0,18594,25,85,,,7.69,,,,,1.945339279
Embracer Group AB - B shares,138,SWE,2021,SEK,8500,843.31,,0,0,0,0,,,6.8,0,,,,,8500,20,80,,10,16.28,,,,,78.80921186
Emcor Group Inc,27,USA,2020,USD,38689,8800,,,,0.18,0,,,51.2,0.01,,,,,38689,11,89,,,,,,,,8800
Emera Inc,149,CAN,2021,CAD,6731,4327.35,,,8.31,22.32,0,,,,,15781,,,,7100,30,70,,7.7,75,,,,,3228.138936
Emerson Electric Co,27,USA,2020,USD,83500,16785,0.15,0.61,,0.77,0,,,1160.76,0.07,3566.57,0.21,,,83500,31,69,,,49.99,,,,,16785
Emirates NBD PJSC,106,ARE,2021,AED,12603,6479.72,0,0.03,0,0.03,0,,,63.72,0,85.22,0,,,10650,41,59,,12,,64642939,,,,1764.148202
Emirates Telecommunications Group,138,ARE,2021,AED,3908,14511.3,0.06,0.32,0,0.38,0,,,743.23,0.01,237.61,0,,,5192,24,76,,5.1,,,,,,3950.802487
Empire Company Limited,82,CAN,2021,CAD,134000,21090.84,0.4,0.35,22.93,23.68,0,,,,,,,,,,0,0,,,57.48,,,,,15733.44825
Empresa de Energia de Bogota S.A. E.S.P.,149,COL,2021,USD,2068,2700,,,,0.32,0,,,1220.62,0.45,17.23,0.01,,,,33,67,,,49.25,,,,,2700
Empresas CMPC SA,9,CHL,2021,USD,18691,2920.01,0,0,0.01,0.01,0,17.62,82.38,36676,12.63,36527,12.36,4064,1.39,20068,18,82,,20,12.36,,,,,2920.01
Empresas COPEC SA,1,CHL,2021,USD,32915,24787,0.11,0.05,0.15,0.3,0,9.75,81.06,28577.34,1.15,160659,0.01,10526,0.42,32915,26,74,,14,28.57,,,,,24787
Enagas SA,1,ESP,2021,EUR,1344,1112.37,0.24,0,0.75,0.99,0,84.87,15.05,1309,1.21,69.77,0.07,3951,3.64,1341,29,71,,4.4,49.25,1.81,,125.3,,1141.629128
Enbridge Inc,1,CAN,2021,CAD,12945,35119.44,6.74,5.44,44,56.18,0,,,46521.39,0.99,209,0,652.57,0.01,11071,31,69,,4.1,49.25,,,11000,,26198.57377
Encompass Health Corp,95,USA,2019,USD,43300,4600,,,,,,,,,,,,,,,0,0,,,,,,,,4600
Endava plc,124,GBR,2021,GBP,8883,529.78,,0,,0,0,,,3.55,0.01,,,,,8883,35,65,,,,,,,,629.2739907
Endeavour Group Ltd,82,AUS,2021,AUD,,7684.76,,,,0.31,0,,,,,,,,,,0,0,,,75.01,,,,,5092.805839
Endesa SA,149,ESP,2021,EUR,,1029.25,10.7,0.47,21.74,32.91,0.01,,,,,,,,,,26,75,,,56.25,,,,,1056.322893
Enel Americas S.A.,149,CHL,2021,USD,16461,16521,7.3,7,6,20.3,0,,,33764.72,0.86,3800,0.23,13036,0.79,99064,21,79,,15.4,40.85,,,,,16521
Enel Chile S.A.,149,CHL,2021,CLP,2515,3086.95,5.19,0.01,0.19,5.38,0,,,18992,0,4100,0,783,,16937,24,76,,10.2,40.85,,,,,3.304696353
Enel SpA,149,ITA,2021,EUR,66279,90309.56,51.57,4.31,69.15,125.03,0,95.09,5,305361.69,3.47,26300,0.3,64365,0.73,236700,23,78,,8.8,78.57,,,,,92684.6984
Energias de Portugal SA,149,PRT,2021,EUR,12236,674.2,9.81,0.77,10.3,20.88,0.02,,,43403.06,58.5,16248,24.73,6728,10.24,12236,27,73,,0.2,,,,,,691.9283554
Energisa S.A. Units,149,BRA,2021,BRL,15649,0,,,,0.28,,,,547.56,,155.27,#DIV/0!,,,1175,25,75,,,,,,,,0
Energy Absolute Public Company Limited,149,THA,2021,THB,1175,568.85,0.04,0.01,0.13,0.18,0,,,,,145.27,0.01,259,0.01,,0,0,,,,,,,,15.74043603
Eneva SA,149,BRA,2021,BRL,5826,955.74,7.55,0,0.04,7.59,0.01,,,72634.76,14.18,9774.7,1.91,,,1165,22,78,,,16.67,,,174,,178.589243
Engie,149,FRA,2021,EUR,101504,59415.53,37.5,1.9,126.9,166.3,0,,,318000,5.49,96,0,,,171474,22,78,,7.4,122.22,,,,,60978.161
Enka Insaat ve Sanayi AS,27,TUR,2021,USD,19582,2860,4.03,0.18,1.57,4.2,0,,,19581.39,6.85,13688.86,,,,19582,9,91,,5.47,,,,,,2860
Enphase Energy Inc,124,USA,2021,USD,789,1400,,,0,0.01,0,,,14.36,,,,,,789,17,83,,,,,,,,1400
Entain Plc,53,GBR,2021,GBP,25554,3643.12,0.01,0.02,0.47,0.5,0,,,112.5,0.04,,,,,25554,45,55,,32,66.67,,,,,4327.316882
Entergy Corp,149,USA,2021,USD,12369,11743,35.5,0.09,9.7,45.29,0,,,229.5,,180000,15.33,30.1,0,12369,21,79,,,83.32,,,,,11743
Entra ASA,156,NOR,2021,NOK,186,154.21,0,0,0,0,0,,,,0.08,156.7,0.1,23,0.01,186,38,62,,3.3,132.56,,,,,15.15569447
Epiroc AB - A shares,27,SWE,2021,SEK,15313,3704.91,0.01,0.02,0,0.03,0,,,177,0,95,0,,,15529,17,83,,6.9,78.57,,,,,346.2312948
Equatorial Energia S.A.,149,BRA,2020,BRL,7500,3.34,,,,,,,,13281.21,440.65,94.66,5.29,,,7500,32,68,,21.36,,,,,,0.6235287972
Equifax Inc,106,USA,2020,USD,12541,4923.9,0,0.03,0,0.03,0,,,,,,,,,10895,45,55,,26,42.86,,,,,4923.9
Equinix Inc,156,USA,2021,USD,20957,6636,0.05,0.25,1.5,1.81,0,5.18,94.82,7140,1.08,,,,,11040,25.3,74.2,,10,49.99,,,,,6636
Equinor ASA,1,NOR,2021,USD,21126,90900,10.88,2.45,225.84,239.18,0,,,59000,0.65,,,280000,3.08,21126,49,51,,,,,,,,90900
Equitrans Midstream Corp,1,USA,2021,USD,777,862.05,1.87,0.02,213.44,215.32,0,,,225.77,0.26,,,,,777,23,77,,6.2,80,,,,,862.05
Equity Lifestyle Properties Inc,156,USA,2020,USD,,1271.69,0.02,0.03,0.07,0.12,0,,,171.72,0.14,,,,,,30,70,,,,,,,,1271.69
Equity Residential,156,USA,2021,USD,2582,1675.84,0.07,0.04,,0.12,0,,,589.84,0.35,12128.78,7.27,13.23,0.01,2582,37,63,,17.8,47.69,,,,,1675.84
Eregli Demir Celik,9,TUR,2021,USD,12788,7667,,,,,,,,51841.1,6.76,76190.23,9.94,21735,2.83,8410,1.03,98.97,,,25,,,,,7667
Ericsson L.M. Telefonaktie B,124,SWE,2021,SEK,101322,21916.49,0.03,0.05,31.42,31.5,0,,,753,0,1200,0,35,0,101322,25,75,,12,,,,,,2048.13998
Erste Group Bank AG,106,AUS,2021,EUR,47382,495.33,0.02,0.02,,0.04,0,,,308.04,0.64,,,,,47382,63,37.48,,,,,,,,508.3619744
Escorts Ltd,27,IND,2020,INR,9500,711.55,0.01,0.02,,0.03,0,,,72.55,0,,6.76,503150000,8660.07,,0,0,,,4.17,,,,,8.712788893
Essent Group Ltd,106,BMU,2022,USD,340,1028.51,,,,,,,,,,,,,,,0,0,,,28.21,,,,,1028.51
AES Corp,149,USA,2019,USD,8117,10200,49.09,0.36,10.14,59.59,0,99.39,0.06,61377.1,6.02,109440,10.73,5291.09,0.52,8117,21.08,78.92,,10.7,42.86,,,,,10200
AFLAC Inc,106,USA,2021,USD,12003,22100,,,,0.01,0,99.36,0.64,33.84,0,,,,,,0,0,,,,,,,,22100
AGC Inc,9,JPN,2021,JPY,56179,9991.74,6.4,4.6,11.75,22.75,0,99.49,0.51,33333.33,3.34,,,88700,8.88,8095,13,87,,,,,,,,70.69144088
AGCO Corp,27,USA,2021,USD,23300,11138,0.06,0.05,,0.11,0,44.38,1.51,581.07,0.05,178.45,0.02,,,4541,18.74,81.26,,7.7,42.86,,,,,11138
AGEAS,106,BEL,2021,EUR,10723,41047,0.01,0,0.01,0.02,0,,,,,,,,,10723,54,46,,10.6,56.25,,,,,42126.5361
AGL Energy Ltd,149,AUS,2021,AUD,4398,7251.97,0,0,,0,0,,,124950.29,17.23,123778.15,17.07,3466,0.48,3867,34.46,65.54,,14,75.13,,,,,4805.992367
ALDAR Properties,156,ARE,2020,AED,357,2286.96,0.02,0.31,1.69,2.01,0,,,950.09,0.42,3582.27,1.57,,,2780,31.37,68.63,,25.2,,,,,,622.640542
ALK-Abello A/S,95,DNK,2021,DKK,2593,540.37,,,,0.01,,,,45.69,0.08,127.52,0.24,,,,0,0,,13,40.85,,,,,74.55690436
Essential Utilities Inc,149,USA,2020,USD,3180,1460,0.48,0.11,8.65,9.25,0,96.69,3.31,1494.04,1.02,,,8.82,0.01,3180,21.79,78.21,,6,49.99,,,,,1460
Essex Property Trust,156,USA,2021,USD,1757,1440.56,0.03,0.01,,0.05,0,96.54,3.46,245.08,0.17,11328.83,7.86,,,1757,42,58,,33,49.25,,,,,1440.56
EssilorLuxottica,53,FRA,2021,EUR,193371,8997.5,0.05,0.72,0.29,1.07,0,,,1888.8,0.21,8220.93,0.91,39893,4.43,182684,60,40,,,,,,,,9234.136713
Essity AB - B shares,82,SWE,2021,SEK,17971,11388.73,1.28,1.38,,2.65,0,86.48,13.52,12484,1.1,10000,0.88,3100,0.27,46275,35,65,,12,71.44,,,12,6064,1064.299892
Estee Lauder Cos. A,82,USA,2021,USD,60200,16215,0.02,0.06,,0.08,0,42.78,57.22,289.6,0.02,100,0.01,1543.24,0.1,60300,81.7,18.3,,28.4,77.94,,,217,,16215
